neighborhood,year,month,incident_type,response_min
Humboldt Park,2019,4,Medical,8.35
South Shore,2021,8,Fire,10.2
Roseland,2019,2,Medical,4.64
Lincoln Square,2019,3,Police,13.83
Washington Heights,2024,9,Medical,16.3
Loop,2021,10,Police,6.25
Washington Park,2024,4,Fire,7.3
South Shore,2019,2,Fire,7.36
Irving Park,2024,3,Fire,7.57
West Ridge,2023,7,Medical,9.28
Humboldt Park,2023,9,Medical,6.67
Douglas,2023,7,Fire,7.2
Pullman,2020,8,Medical,9.11
Grand Boulevard,2022,3,Fire,12.84
Loop,2024,7,Medical,6.61
Beverly,2019,1,Medical,5.31
Lincoln Square,2022,12,Police,8.44
West Town,2024,6,Medical,8.28
Kenwood,2023,3,Police,8.57
Washington Park,2021,2,Medical,10.77
Rogers Park,2023,4,Police,8.04
Near North Side,2019,11,Medical,6.83
Pullman,2022,9,Police,9.34
Irving Park,2022,6,Medical,8.69
Lake View,2024,12,Medical,6.01
Beverly,2020,9,Medical,3.77
Irving Park,2021,8,Police,12.25
Washington Heights,2023,5,Medical,10.35
North Lawndale,2021,8,Medical,8.7
West Ridge,2019,2,Fire,9.64
Albany Park,2020,8,Medical,7.53
West Town,2023,1,Police,9.98
Roseland,2019,11,Police,12.7
West Garfield Park,2021,12,Police,15.9
Lincoln Square,2020,3,Police,7.56
Near North Side,2023,7,Police,3.79
Morgan Park,2021,4,Police,8.67
Pullman,2023,11,Medical,3.16
Washington Heights,2020,7,Medical,8.11
Englewood,2020,1,Police,7.03
Lincoln Park,2021,7,Fire,3.38
Beverly,2023,3,Police,7.19
Englewood,2022,2,Police,16.17
West Town,2019,9,Police,12.55
Humboldt Park,2020,2,Medical,7.16
Lincoln Park,2023,3,Medical,3.11
Auburn Gresham,2021,3,Police,13.11
West Pullman,2021,4,Medical,5.74
Uptown,2020,11,Police,10.67
Uptown,2024,7,Police,12.66
Douglas,2020,7,Police,4.56
Douglas,2024,9,Fire,4.3
Albany Park,2022,10,Fire,7.87
Uptown,2021,8,Police,10.66
Irving Park,2023,6,Fire,5.08
Chatham,2024,6,Police,5.48
West Garfield Park,2019,5,Medical,9.54
Near North Side,2019,2,Medical,8.67
Logan Square,2022,6,Police,8.55
West Ridge,2024,6,Medical,11.04
Lincoln Square,2024,12,Medical,8.21
Albany Park,2023,5,Medical,5.6
Washington Heights,2019,6,Medical,5.75
Kenwood,2019,5,Medical,10.42
West Garfield Park,2023,11,Police,13.67
Lincoln Park,2024,12,Police,4.02
Near West Side,2023,4,Medical,10.39
Lake View,2020,3,Police,6.99
West Pullman,2019,1,Medical,10.75
Albany Park,2024,11,Medical,5.27
Jefferson Park,2019,4,Police,12.13
Woodlawn,2022,9,Police,12.05
Logan Square,2020,7,Police,8.51
Near West Side,2020,7,Police,10.17
Near South Side,2019,7,Police,11.02
Kenwood,2021,4,Fire,11.52
Beverly,2021,12,Medical,6.93
Lincoln Square,2023,7,Medical,9.88
Kenwood,2020,11,Police,11.97
West Englewood,2019,2,Police,14.14
Uptown,2024,12,Police,9.0
Lincoln Square,2019,8,Medical,8.95
Auburn Gresham,2019,10,Police,11.57
Mount Greenwood,2024,8,Medical,8.23
West Englewood,2024,9,Police,9.6
Pullman,2022,5,Medical,8.39
Washington Park,2021,10,Medical,7.32
Mount Greenwood,2022,8,Medical,5.83
Logan Square,2019,2,Police,7.93
Lincoln Square,2019,10,Fire,9.56
Humboldt Park,2020,10,Medical,9.44
Logan Square,2020,8,Medical,11.82
Woodlawn,2021,10,Police,11.3
Lincoln Park,2024,9,Fire,4.28
West Garfield Park,2023,6,Medical,7.56
Greater Grand Crossing,2019,6,Medical,10.18
Mount Greenwood,2020,4,Police,7.14
West Englewood,2021,8,Police,10.79
West Garfield Park,2022,7,Police,10.47
Morgan Park,2019,12,Medical,10.94
West Ridge,2023,9,Police,6.91
Logan Square,2021,1,Police,8.19
West Ridge,2024,10,Fire,8.66
South Shore,2023,8,Medical,8.32
Hyde Park,2019,8,Police,8.93
Douglas,2021,9,Fire,4.83
Uptown,2024,7,Police,12.25
West Englewood,2020,9,Medical,9.81
Irving Park,2023,10,Police,10.76
Kenwood,2022,8,Fire,8.38
Lake View,2022,9,Police,5.27
Loop,2023,9,Police,4.06
Washington Heights,2019,1,Fire,9.12
Washington Heights,2019,3,Medical,8.09
Logan Square,2019,6,Medical,7.83
Morgan Park,2022,12,Police,8.23
Irving Park,2022,11,Police,9.47
Logan Square,2020,7,Medical,11.93
Albany Park,2019,4,Medical,8.71
Riverdale,2022,10,Police,8.03
Mount Greenwood,2022,2,Medical,6.28
Austin,2019,12,Police,12.81
West Englewood,2019,4,Fire,9.45
Uptown,2022,6,Fire,16.56
Lake View,2024,4,Medical,2.64
Hyde Park,2023,12,Police,5.7
Portage Park,2022,10,Medical,3.81
Near North Side,2020,2,Fire,6.91
Albany Park,2021,9,Fire,9.08
Englewood,2024,1,Fire,9.88
Uptown,2019,10,Police,10.88
Edison Park,2020,7,Medical,1.77
Pullman,2023,9,Medical,11.0
Portage Park,2021,3,Medical,5.89
Near North Side,2024,11,Police,7.71
West Ridge,2022,6,Medical,7.94
Lincoln Park,2019,9,Police,4.68
Morgan Park,2022,9,Police,6.74
West Pullman,2020,4,Police,9.23
Loop,2019,12,Police,8.22
Englewood,2022,8,Medical,8.34
Austin,2019,8,Police,8.98
Washington Park,2020,11,Medical,10.19
Irving Park,2022,7,Police,10.71
Near North Side,2021,6,Medical,6.29
Washington Heights,2023,3,Medical,9.16
West Garfield Park,2022,12,Police,10.88
Portage Park,2019,4,Fire,5.35
Lincoln Park,2024,12,Police,6.22
Grand Boulevard,2022,9,Police,7.67
Woodlawn,2019,10,Police,13.45
Lincoln Park,2024,7,Medical,3.26
Beverly,2020,11,Medical,7.18
West Ridge,2024,8,Police,11.18
Douglas,2023,6,Medical,11.9
Loop,2019,12,Medical,8.11
Washington Park,2022,1,Medical,8.21
West Town,2024,11,Police,11.23
Chatham,2020,12,Medical,8.24
Edison Park,2024,9,Medical,6.55
Auburn Gresham,2021,11,Medical,4.51
Riverdale,2022,3,Medical,8.64
Douglas,2023,3,Fire,12.41
Lake View,2020,9,Police,8.07
Washington Heights,2022,4,Fire,7.71
North Lawndale,2019,8,Medical,11.43
Beverly,2019,12,Police,6.58
Auburn Gresham,2019,11,Medical,8.84
Roseland,2022,12,Medical,6.82
Pullman,2023,4,Police,8.18
Albany Park,2019,2,Medical,9.71
West Town,2022,5,Medical,6.52
North Lawndale,2022,11,Police,11.18
Grand Boulevard,2023,3,Medical,7.81
Riverdale,2020,4,Medical,12.53
Austin,2020,12,Medical,9.69
Beverly,2022,3,Medical,6.89
West Englewood,2020,1,Police,8.67
Englewood,2021,4,Police,13.21
South Shore,2023,9,Medical,10.24
West Ridge,2022,7,Medical,9.59
Roseland,2020,6,Police,11.08
Logan Square,2024,10,Police,9.58
Morgan Park,2020,9,Medical,5.61
Austin,2023,4,Police,11.17
Lake View,2024,6,Police,4.78
South Shore,2019,3,Police,8.72
Washington Heights,2020,3,Fire,5.8
Loop,2024,10,Police,6.56
Kenwood,2023,10,Police,7.19
Woodlawn,2024,8,Medical,12.42
Roseland,2019,5,Fire,11.46
Woodlawn,2024,8,Medical,11.09
Hyde Park,2022,9,Police,3.32
Near North Side,2019,2,Medical,6.77
Beverly,2020,7,Police,8.48
Lake View,2022,12,Fire,3.32
Grand Boulevard,2022,2,Medical,6.28
South Shore,2019,7,Police,8.52
Englewood,2022,11,Medical,8.49
West Town,2019,3,Medical,7.84
West Pullman,2019,8,Police,8.59
Hyde Park,2024,4,Police,8.32
Pullman,2019,9,Medical,7.53
Near West Side,2023,12,Police,11.2
Jefferson Park,2020,4,Medical,8.44
Chatham,2022,2,Medical,4.77
Washington Heights,2021,4,Medical,6.26
Lincoln Square,2024,5,Medical,10.28
Uptown,2020,8,Police,7.9
Chatham,2021,3,Police,7.14
Portage Park,2019,9,Police,12.33
Riverdale,2022,9,Police,13.17
Beverly,2024,11,Fire,9.76
Portage Park,2020,10,Police,8.04
Woodlawn,2021,3,Medical,11.58
Riverdale,2021,8,Medical,8.47
Near South Side,2021,6,Fire,2.81
Washington Heights,2020,11,Police,9.61
Pullman,2023,6,Medical,8.32
Beverly,2019,2,Police,11.16
West Ridge,2022,8,Police,9.33
Woodlawn,2021,7,Fire,12.22
Greater Grand Crossing,2024,2,Medical,11.03
Portage Park,2020,4,Police,10.0
North Lawndale,2024,5,Police,10.46
Rogers Park,2021,9,Police,6.36
West Englewood,2020,10,Fire,11.78
West Englewood,2024,2,Medical,22.93
Pullman,2023,12,Police,12.7
South Shore,2021,12,Medical,9.54
Washington Heights,2021,7,Police,6.37
Rogers Park,2022,5,Fire,12.08
Washington Park,2020,2,Police,11.02
Beverly,2020,10,Fire,9.73
Loop,2023,12,Police,6.42
Uptown,2021,3,Police,8.83
West Ridge,2022,5,Medical,4.71
North Lawndale,2024,10,Fire,9.69
Albany Park,2019,1,Police,12.37
Lake View,2022,7,Police,2.14
Jefferson Park,2024,1,Medical,12.45
West Ridge,2022,6,Fire,9.36
Englewood,2024,12,Medical,9.27
Beverly,2022,6,Police,14.53
Pullman,2022,1,Medical,9.46
Albany Park,2021,12,Medical,8.02
Irving Park,2022,7,Medical,6.45
Greater Grand Crossing,2024,8,Medical,11.44
Near South Side,2024,3,Police,11.42
Lincoln Park,2020,12,Medical,2.88
Uptown,2024,10,Medical,9.81
Albany Park,2020,1,Medical,9.8
Lake View,2024,2,Police,6.4
Hyde Park,2022,1,Medical,4.8
Near South Side,2024,9,Medical,8.01
Hyde Park,2020,4,Medical,6.71
Beverly,2021,7,Fire,5.63
Hyde Park,2019,5,Police,7.65
Edison Park,2022,9,Police,4.08
Lake View,2024,9,Police,5.89
West Town,2020,6,Medical,9.08
Austin,2020,5,Police,12.61
Rogers Park,2021,10,Medical,12.94
Austin,2024,1,Fire,6.47
Auburn Gresham,2021,4,Fire,10.09
Uptown,2019,5,Medical,6.69
Pullman,2024,9,Medical,9.98
Logan Square,2023,2,Police,9.88
Austin,2023,2,Police,9.66
Near South Side,2024,3,Medical,4.73
West Ridge,2023,3,Medical,10.77
Woodlawn,2019,12,Police,11.25
Beverly,2022,7,Medical,8.98
Hyde Park,2023,1,Police,3.77
Beverly,2023,2,Police,10.54
Washington Park,2024,11,Police,4.58
Portage Park,2020,1,Police,6.62
Edison Park,2020,9,Police,7.98
Edison Park,2022,10,Police,9.53
Riverdale,2024,9,Police,17.72
Near North Side,2021,3,Police,4.96
Beverly,2019,12,Medical,6.11
Near South Side,2023,3,Police,9.68
Edison Park,2024,1,Police,2.81
Near South Side,2024,5,Police,7.27
Loop,2019,3,Police,5.28
Edison Park,2020,2,Police,11.54
Pullman,2019,3,Police,12.18
Chatham,2020,8,Medical,18.12
Jefferson Park,2019,8,Medical,9.24
West Town,2020,1,Medical,10.99
Roseland,2019,2,Police,9.86
Hyde Park,2023,1,Medical,4.77
Albany Park,2023,8,Medical,5.22
Chatham,2022,1,Medical,9.0
Austin,2019,6,Fire,6.36
Greater Grand Crossing,2021,10,Police,12.49
Loop,2022,11,Medical,5.12
Auburn Gresham,2019,8,Medical,8.95
Douglas,2021,8,Police,4.76
Near North Side,2023,7,Police,2.95
Grand Boulevard,2023,8,Fire,7.56
Morgan Park,2024,8,Police,5.45
Mount Greenwood,2023,10,Fire,10.94
Chatham,2024,3,Police,6.65
Austin,2021,2,Medical,10.42
Beverly,2020,12,Medical,7.23
South Shore,2019,4,Medical,8.55
Beverly,2022,5,Medical,6.07
Pullman,2024,2,Fire,9.14
Humboldt Park,2022,11,Medical,9.31
Riverdale,2023,8,Police,10.73
Jefferson Park,2020,8,Medical,8.44
Woodlawn,2024,12,Police,11.82
Kenwood,2019,4,Police,7.02
Logan Square,2024,12,Medical,8.87
Hyde Park,2019,5,Police,9.52
Chatham,2022,11,Medical,10.8
South Shore,2022,12,Police,9.69
South Shore,2022,5,Police,10.39
Edison Park,2019,5,Police,5.67
Grand Boulevard,2024,9,Police,8.76
Chatham,2022,9,Medical,7.65
Lake View,2019,11,Medical,5.5
Near North Side,2023,4,Medical,4.29
Greater Grand Crossing,2024,1,Medical,6.29
Morgan Park,2024,8,Police,16.92
Woodlawn,2024,11,Fire,7.25
West Ridge,2020,1,Fire,5.95
Washington Park,2022,7,Police,8.64
Jefferson Park,2019,12,Medical,8.02
Woodlawn,2023,4,Police,11.27
Rogers Park,2021,1,Medical,6.67
Grand Boulevard,2023,4,Medical,12.23
Albany Park,2020,7,Medical,8.91
Washington Park,2023,8,Medical,7.03
Uptown,2022,2,Medical,14.23
Lincoln Park,2022,9,Medical,6.63
Lincoln Park,2021,5,Police,2.78
West Ridge,2024,11,Fire,7.31
North Lawndale,2019,12,Police,12.83
Grand Boulevard,2023,8,Medical,6.07
West Ridge,2021,2,Medical,6.9
Irving Park,2022,2,Medical,7.98
Douglas,2024,4,Police,10.72
Auburn Gresham,2019,4,Fire,7.88
Loop,2019,3,Medical,6.86
Washington Heights,2020,5,Police,9.94
Kenwood,2024,2,Medical,9.17
Loop,2022,1,Medical,7.56
Rogers Park,2019,12,Police,8.44
Rogers Park,2020,4,Medical,10.2
West Garfield Park,2020,6,Police,10.42
Rogers Park,2022,6,Police,11.88
Roseland,2019,2,Medical,10.19
Morgan Park,2024,6,Police,7.79
Uptown,2019,4,Medical,4.82
Portage Park,2023,10,Medical,11.5
Kenwood,2019,1,Medical,10.27
Douglas,2020,1,Medical,9.15
Hyde Park,2021,2,Medical,9.36
Logan Square,2022,4,Police,17.16
Rogers Park,2021,8,Medical,8.45
Kenwood,2019,3,Medical,7.03
Albany Park,2024,11,Medical,5.62
West Englewood,2024,5,Medical,11.08
Kenwood,2020,3,Police,11.9
South Shore,2021,8,Police,11.0
Greater Grand Crossing,2022,4,Police,11.41
Austin,2023,11,Medical,10.62
Mount Greenwood,2021,8,Police,7.93
Austin,2024,8,Medical,8.85
West Garfield Park,2023,9,Medical,9.05
West Town,2024,2,Fire,13.37
Austin,2019,11,Police,14.13
West Town,2019,10,Medical,8.68
Englewood,2022,7,Police,13.48
Portage Park,2023,10,Police,12.57
Rogers Park,2023,1,Fire,10.64
West Town,2022,4,Medical,7.36
Hyde Park,2024,4,Medical,9.04
Lincoln Square,2021,4,Medical,14.41
Lake View,2022,7,Fire,6.97
West Englewood,2019,5,Police,11.91
Logan Square,2023,5,Medical,8.4
Albany Park,2020,3,Medical,9.35
Portage Park,2024,10,Police,14.45
North Lawndale,2020,5,Police,10.6
Englewood,2019,5,Police,11.91
Washington Heights,2023,8,Police,7.04
Morgan Park,2023,11,Medical,7.34
Grand Boulevard,2022,2,Fire,10.44
Near North Side,2021,8,Medical,4.54
Washington Heights,2022,4,Police,6.55
Uptown,2020,9,Police,7.65
Irving Park,2023,8,Medical,9.41
Near North Side,2021,5,Medical,8.02
Hyde Park,2022,5,Police,4.66
Riverdale,2021,9,Medical,13.52
Auburn Gresham,2024,5,Medical,7.55
West Town,2024,9,Medical,8.91
West Ridge,2020,6,Police,8.56
Morgan Park,2021,11,Police,8.47
Near North Side,2024,11,Police,8.53
West Pullman,2023,1,Police,8.46
Lincoln Square,2024,11,Police,10.02
Loop,2021,12,Police,12.02
Greater Grand Crossing,2021,12,Fire,10.59
West Pullman,2022,8,Police,18.83
South Shore,2021,1,Fire,9.27
Logan Square,2021,2,Medical,8.82
Rogers Park,2020,6,Police,8.33
West Englewood,2021,5,Police,10.9
Roseland,2022,2,Medical,9.78
Greater Grand Crossing,2022,6,Medical,14.3
Washington Park,2023,7,Medical,12.8
Austin,2024,3,Medical,15.71
Near West Side,2020,11,Medical,5.64
Rogers Park,2019,8,Police,7.4
Lake View,2023,4,Medical,4.27
Douglas,2021,10,Fire,4.5
Kenwood,2024,9,Medical,9.1
Auburn Gresham,2020,7,Fire,11.41
Greater Grand Crossing,2023,3,Fire,9.59
Greater Grand Crossing,2022,5,Police,10.69
Lincoln Square,2020,9,Police,11.54
Greater Grand Crossing,2020,12,Police,17.09
North Lawndale,2021,9,Fire,8.8
Austin,2020,8,Police,12.61
Morgan Park,2024,8,Police,7.47
North Lawndale,2024,9,Police,12.93
Douglas,2020,5,Police,6.59
West Ridge,2019,11,Police,8.55
Near South Side,2021,9,Medical,14.74
Greater Grand Crossing,2020,6,Medical,8.93
Washington Heights,2020,6,Medical,8.63
Washington Heights,2019,11,Medical,8.38
Chatham,2019,10,Police,12.8
Hyde Park,2022,12,Medical,7.01
Near South Side,2021,6,Police,11.05
West Garfield Park,2019,7,Medical,6.42
Austin,2020,9,Medical,8.89
Pullman,2019,3,Police,13.4
Jefferson Park,2023,12,Medical,12.01
Pullman,2022,6,Medical,7.3
Humboldt Park,2022,10,Police,11.16
Auburn Gresham,2024,5,Police,12.08
West Ridge,2021,4,Fire,10.82
Humboldt Park,2022,8,Medical,8.1
Riverdale,2021,3,Medical,11.27
West Englewood,2023,2,Fire,9.18
Washington Heights,2024,4,Fire,9.01
Loop,2020,3,Medical,9.56
West Ridge,2023,7,Medical,15.1
Morgan Park,2021,12,Police,7.74
Near West Side,2021,4,Police,8.74
Auburn Gresham,2021,10,Police,10.42
North Lawndale,2020,12,Fire,11.23
Austin,2024,9,Police,10.34
Lincoln Square,2024,12,Fire,10.11
Irving Park,2021,11,Fire,7.68
Chatham,2023,5,Medical,9.12
Near North Side,2024,3,Medical,2.67
Humboldt Park,2020,2,Police,14.83
Irving Park,2023,6,Police,9.99
West Englewood,2020,6,Fire,13.23
Lake View,2021,1,Medical,7.61
West Garfield Park,2024,7,Police,11.56
West Pullman,2020,12,Police,7.7
Albany Park,2019,5,Medical,8.39
West Garfield Park,2023,7,Medical,7.61
Lake View,2019,12,Medical,2.52
Jefferson Park,2019,4,Fire,10.63
Riverdale,2021,5,Fire,8.92
Greater Grand Crossing,2021,7,Medical,10.21
Greater Grand Crossing,2019,6,Medical,9.27
North Lawndale,2020,1,Police,14.12
Jefferson Park,2021,1,Police,11.19
Chatham,2023,2,Police,13.96
Humboldt Park,2019,11,Police,15.78
Washington Park,2023,11,Police,7.88
West Town,2024,3,Medical,6.5
Lincoln Park,2023,1,Medical,3.39
Chatham,2023,10,Medical,6.4
West Town,2019,2,Police,14.24
Chatham,2022,12,Police,11.59
Lincoln Square,2024,2,Medical,10.57
North Lawndale,2021,7,Medical,11.61
Washington Heights,2023,11,Medical,7.82
Austin,2019,12,Medical,11.71
Portage Park,2022,6,Police,15.06
Humboldt Park,2019,9,Police,9.8
Uptown,2021,10,Medical,6.71
Beverly,2019,5,Police,7.3
North Lawndale,2020,3,Medical,11.36
Loop,2024,1,Police,7.55
Washington Park,2020,1,Police,9.04
Beverly,2023,2,Medical,4.11
Logan Square,2019,11,Police,5.33
Lincoln Square,2019,11,Police,10.48
Humboldt Park,2023,3,Medical,8.8
Riverdale,2023,11,Medical,10.81
South Shore,2024,10,Fire,12.41
Auburn Gresham,2022,10,Fire,7.85
Edison Park,2019,5,Police,5.9
Englewood,2021,7,Fire,11.81
Lake View,2021,4,Medical,4.83
Lake View,2021,10,Police,7.74
Pullman,2023,11,Medical,8.0
Jefferson Park,2023,6,Medical,7.8
West Pullman,2023,6,Fire,11.15
Riverdale,2021,11,Medical,12.08
Uptown,2022,2,Police,6.73
Roseland,2024,6,Police,8.81
Irving Park,2020,5,Police,11.07
Chatham,2019,11,Medical,6.6
Uptown,2020,6,Fire,9.64
Hyde Park,2019,4,Medical,7.98
Roseland,2023,1,Medical,6.19
Jefferson Park,2021,9,Fire,11.9
Hyde Park,2020,3,Medical,9.77
West Ridge,2023,1,Police,10.24
Uptown,2019,4,Police,9.54
Lincoln Square,2024,7,Medical,7.65
Washington Park,2024,4,Police,12.83
Logan Square,2020,11,Medical,5.4
Washington Heights,2020,4,Fire,10.07
West Englewood,2020,9,Medical,10.39
Grand Boulevard,2020,11,Police,7.44
Jefferson Park,2020,6,Police,9.2
West Ridge,2023,9,Fire,11.15
Morgan Park,2019,12,Medical,8.65
Pullman,2019,12,Police,9.72
West Ridge,2022,2,Fire,9.02
West Pullman,2021,7,Police,12.63
North Lawndale,2024,7,Police,9.38
Logan Square,2020,8,Medical,10.43
Lake View,2024,10,Medical,5.69
Albany Park,2019,11,Medical,7.93
Washington Park,2021,9,Medical,8.06
Englewood,2021,8,Medical,10.29
Auburn Gresham,2023,2,Police,8.93
Roseland,2020,3,Medical,10.66
Near North Side,2022,12,Medical,6.14
Lincoln Park,2021,2,Medical,4.57
Uptown,2023,1,Police,7.05
Logan Square,2020,7,Medical,8.84
Uptown,2019,8,Medical,3.83
Hyde Park,2022,5,Fire,6.86
Kenwood,2020,10,Police,10.28
Lincoln Park,2023,11,Medical,6.02
Irving Park,2024,9,Medical,7.41
Greater Grand Crossing,2023,4,Medical,15.97
West Ridge,2023,1,Police,4.94
Portage Park,2023,4,Medical,7.68
Washington Heights,2023,5,Police,9.74
Englewood,2022,11,Medical,12.13
Hyde Park,2021,12,Medical,7.81
North Lawndale,2021,8,Fire,9.92
Near South Side,2019,5,Police,7.55
Greater Grand Crossing,2021,12,Medical,7.6
Mount Greenwood,2023,10,Medical,7.92
Douglas,2021,9,Medical,5.56
Roseland,2024,6,Police,12.14
Roseland,2024,8,Medical,10.75
Edison Park,2021,3,Medical,6.18
Englewood,2023,3,Medical,14.56
Jefferson Park,2022,9,Medical,4.44
Loop,2023,6,Fire,3.59
Mount Greenwood,2021,4,Medical,5.16
Washington Park,2021,8,Fire,9.93
Near West Side,2019,4,Medical,7.41
Lake View,2023,11,Police,3.57
Portage Park,2019,4,Medical,5.32
West Town,2019,12,Medical,10.21
Edison Park,2020,7,Police,3.19
Near West Side,2024,7,Police,7.88
Grand Boulevard,2019,12,Medical,10.22
Woodlawn,2024,8,Police,9.68
Mount Greenwood,2021,10,Police,7.24
West Pullman,2021,7,Medical,8.86
Hyde Park,2020,8,Medical,5.38
Woodlawn,2020,8,Police,14.19
Near West Side,2023,7,Medical,6.59
Chatham,2020,1,Police,9.35
Washington Heights,2022,4,Medical,7.06
Morgan Park,2021,3,Fire,10.81
Riverdale,2021,12,Police,10.85
Near West Side,2024,9,Police,11.32
Auburn Gresham,2020,12,Police,10.11
Near West Side,2024,10,Police,7.19
Riverdale,2020,8,Medical,9.0
Austin,2021,9,Medical,12.06
Grand Boulevard,2020,5,Medical,4.48
Near North Side,2023,5,Police,6.38
Hyde Park,2020,10,Medical,3.59
West Pullman,2020,5,Police,5.09
Irving Park,2023,2,Medical,11.22
Edison Park,2023,7,Medical,5.29
Lake View,2023,8,Medical,2.1
South Shore,2024,5,Police,16.41
Lake View,2021,8,Police,4.37
Hyde Park,2020,6,Medical,4.6
Lake View,2023,4,Medical,5.16
Douglas,2023,7,Medical,6.67
West Town,2021,8,Police,11.09
Logan Square,2022,9,Medical,8.22
South Shore,2020,5,Police,11.6
Riverdale,2022,9,Medical,12.66
Grand Boulevard,2022,8,Fire,7.74
Riverdale,2023,1,Police,16.82
North Lawndale,2024,8,Medical,8.59
Roseland,2021,8,Medical,10.86
Hyde Park,2020,7,Medical,7.79
Austin,2020,1,Fire,13.09
Logan Square,2020,6,Police,8.67
Washington Heights,2024,2,Medical,10.78
Riverdale,2022,6,Medical,9.5
Hyde Park,2019,11,Medical,4.3
Rogers Park,2021,2,Medical,11.04
Beverly,2019,2,Medical,5.7
West Ridge,2022,7,Medical,12.51
Lincoln Park,2023,11,Medical,9.55
Beverly,2019,10,Medical,8.65
Kenwood,2019,1,Medical,7.49
North Lawndale,2021,5,Police,13.3
Woodlawn,2022,1,Police,10.06
Morgan Park,2021,9,Medical,7.27
Edison Park,2023,5,Medical,3.31
South Shore,2024,5,Police,11.75
Albany Park,2024,4,Medical,7.17
West Garfield Park,2024,3,Medical,7.65
Chatham,2020,8,Medical,7.47
Lincoln Park,2024,7,Medical,2.93
Humboldt Park,2024,9,Medical,9.52
Douglas,2022,6,Police,7.83
Lincoln Park,2024,1,Medical,7.12
Hyde Park,2024,5,Medical,6.29
Washington Heights,2023,5,Police,13.71
Irving Park,2023,7,Medical,5.56
West Englewood,2019,10,Medical,8.2
Humboldt Park,2021,1,Fire,9.18
Douglas,2019,1,Police,8.45
Grand Boulevard,2019,6,Medical,10.81
Near North Side,2020,6,Medical,6.65
Mount Greenwood,2021,9,Medical,4.72
Washington Park,2020,3,Police,9.12
Logan Square,2024,12,Medical,8.36
Near South Side,2023,5,Police,7.48
Morgan Park,2024,5,Medical,10.96
Albany Park,2020,1,Medical,10.53
Jefferson Park,2023,6,Medical,7.68
West Town,2019,4,Police,7.61
West Ridge,2024,12,Police,9.67
Washington Park,2020,6,Police,10.24
Logan Square,2024,8,Police,6.43
Englewood,2021,8,Medical,7.38
Englewood,2020,3,Police,12.23
West Englewood,2023,9,Medical,9.59
Beverly,2022,11,Medical,6.13
Uptown,2024,4,Medical,10.76
Lincoln Park,2024,1,Police,5.24
Near West Side,2021,9,Medical,7.97
Uptown,2023,5,Police,7.34
North Lawndale,2024,8,Medical,9.61
Washington Heights,2022,7,Police,9.5
Jefferson Park,2024,5,Medical,8.26
Irving Park,2021,8,Police,11.53
Lake View,2022,1,Medical,10.03
Uptown,2019,11,Medical,7.11
